pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_米面类
2023-01-26,3.45,26,3,1,0.4327755925504312,0.901501684131884,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-27,3.45,27,4,1,0.4482293417404106,0.893918596519257,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-28,3.45,28,5,1,0.4635502709028509,0.886070621534138,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-29,3.45,29,6,1,0.47873384011578846,0.8779600847008882,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-30,3.45,30,0,1,0.49377555015997715,0.869589389346611,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-31,3.45,31,1,1,0.5086709438521044,0.8609610158889943,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-01,3.45,32,2,2,0.5234156073655503,0.8520775211013093,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-02,3.45,33,3,2,0.5380051715382996,0.8429415373547828,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-03,3.45,34,4,2,0.5524353131676196,0.8335557718385699,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-04,3.45,35,5,2,0.5667017562911176,0.8239230057575542,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-05,3.45,36,6,2,0.5808002734538009,0.8140460935082178,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-06,3.45,37,0,2,0.5947266869607634,0.8039279618328213,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-07,3.45,38,1,2,0.6084768701151261,0.7935716089521474,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-08,3.45,39,2,2,0.6220467484408675,0.7829801036770629,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-09,3.45,40,3,2,0.6354323008901774,0.7721565844991642,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-10,3.45,41,4,2,0.6486295610349814,0.7611042586607747,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-11,3.45,42,5,2,0.6616346182422783,0.7498264012045686,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-12,3.45,43,6,2,0.6744436188329455,0.7383263540031065,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-13,3.45,44,0,2,0.6870527672236669,0.7266075247685656,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-14,3.45,45,1,2,0.699458327051647,0.7146733860429609,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-15,3.45,46,2,2,0.7116566222817746,0.7025274741691571,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-16,3.45,47,3,2,0.7236440382959124,0.6901733882429719,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-17,3.45,48,4,2,0.7354170229639855,0.6776147890466889,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-18,3.45,49,5,2,0.7469720876965552,0.6648553979642865,3.45,3.45,3.45,3.45,3.45,True,True
2023-02-19,3.45,50,6,2,0.7583058084785624,0.6518989958787126,3.45,3.45,3.45,3.45,3.45,True,True
